"","Year","State","Population","GDP","Coal","Petroleum","Natural Gas","Wood and Wood Derived Fuels","Nuclear","Solar Thermal and Photovoltaic","Wind","Geothermal","Hydroelectric Conventional","Other Biomass","Other Gases","Other","Pumped Storage","Total"
"484","1999","IN",5942901,195668,115209205,920457,2109121,0,0,0,0,0,406974,125978,2968890,23876,0,121764501
"485","1999","KS",2654052,82944,29649100,311345,2940799,0,9156619,0,0,0,12367,0,0,0,0,42070230
"486","1999","KY",3960825,115931,89522933,127484,462510,12409,0,0,0,0,2556572,0,0,0,0,92681908
"487","1999","LA",4372035,127230,21182104,1932461,47998719,2734598,13111604,0,0,0,801826,125718,1651269,403454,0,89941753
"488","1999","MA",6175169,264906,11169847,11241950,11104399,97449,4518426,0,0,0,974568,1938120,0,0,-469367,40575392
"489","1999","MD",5171634,181987,29687655,4290788,2125193,171088,13312335,0,0,0,1424197,614474,59891,0,0,51685621
"490","1999","ME",1253040,34350,494407,4711421,80735,3099133,0,0,0,0,3755956,527760,4517,0,0,12673929
"491","1999","MI",9863775,338889,70404994,1484354,13513755,1740491,14590711,0,0,0,1458333,979381,153,17,-932474,103239715
"492","1999","MN",4775508,176966,30188125,700147,1427272,493027,13315562,0,485692,0,1178933,730621,0,0,0,48519379
"493","1999","MO",5468338,177924,61507298,293172,1626808,0,8586646,0,0,0,1853065,61467,0,0,-112746,73815710
"494","1999","MS",2768619,64142,13042293,3145053,8792443,1436967,8428216,0,0,0,0,0,0,0,0,34844972
"495","1999","MT",882779,20834,16993155,486959,36606,49946,0,0,0,0,13822062,0,30606,0,0,31419334
"496","1999","NC",7650789,263633,72255506,662070,1166663,1544851,37523504,0,0,0,3684186,92654,0,252784,175397,117357615
"497","1999","ND",633666,17042,28693034,54921,1604,0,0,0,0,0,2609159,5564,53121,0,0,31417403
"498","1999","NE",1666028,54427,17837176,29623,362628,0,10091092,0,0,0,1719030,16202,0,0,0,30055751
"499","1999","NH",1201134,41229,3328263,1572013,74455,886230,8676237,0,0,0,1411282,240767,0,0,0,16189247
"500","1999","NJ",8143412,336975,8064392,792470,17099236,0,28970893,0,0,0,17303,1365251,611649,27640,-145413,56803421
"501","1999","NM",1739844,53210,28067704,43881,4156548,0,0,0,0,0,242710,11013,0,0,0,32521856
"502","1999","NV",1809253,70376,16907530,35477,9346541,0,0,0,0,1414912,2827671,0,0,0,0,30532131
"503","1999","NY",18196601,785301,23365942,13304192,45999188,580079,37018540,0,0,0,24752318,2257728,111954,0,-1109075,146280866
"504","1999","OH",11256654,374613,123320141,483998,886446,638381,16422010,0,0,0,423031,0,156424,0,0,142330431
"505","1999","OK",3358044,85368,33710011,16625,17852306,160524,0,0,0,0,3175399,1603,55265,0,-106374,54865359
"506","1999","OR",3316154,107980,3722644,8029,6880440,420982,0,0,84792,0,45639050,92410,0,0,0,56848347
"507","1999","PA",11994016,389766,111214374,3496238,3802013,719659,71127449,0,0,0,1946598,2038376,575293,57657,-449612,194528045
"508","1999","RI",990819,32194,0,72039,6184600,0,0,0,0,0,6050,114192,0,0,0,6376881
"509","1999","SC",3885736,111539,35804943,386565,1046550,1376131,50813559,0,0,0,1687351,60577,54609,0,-996777,90233508
"510","1999","SD",733133,21488,3674400,24119,181205,0,0,0,0,0,6677303,0,0,0,0,10557027
"511","1999","TN",5483535,176549,56878038,515575,693206,689781,27227225,0,0,0,7801957,38748,14451,112832,-651676,93320137
"512","1999","TX",20044141,691405,140864899,1750919,172060773,1126536,36759899,86,319960,0,1120206,74465,3971925,895076,0,358944744
"513","1999","US-TOTAL",272690813,9602088,1881087224,118060838,556396127,37040734,728254124,495082,4487998,14827013,319536029,22572175,14125592,4023773,-6096899,3694809810
"514","1999","UT",2129836,65525,34533781,30664,610057,0,0,0,0,155530,1255142,8169,191285,0,0,36784628
"515","1999","VA",6872912,251671,35444523,3362738,4639481,1622858,28300643,0,0,0,681687,1073438,0,0,-1227757,73897611
"516","1999","VT",593740,17141,0,24978,18291,391917,4059107,0,13604,0,1195696,0,0,0,0,5703593
"517","1999","WA",5756361,230725,8692479,51495,3707237,1129311,6085893,0,0,0,96989382,206823,221354,44,0,117084018
"518","1999","WI",5250446,173789,41131554,541422,2208680,897156,11494764,0,0,0,1984594,280684,0,0,0,58538854
"519","1999","WV",1806928,41720,93329226,192990,164472,0,0,0,0,0,930255,0,75458,195,0,94692596
"520","1999","WY",479602,15721,41939072,48699,379624,0,0,0,11150,0,1170225,0,9656,74065,0,43632491
"521","2000","AK",627963,26932,538673,640201,3975832,0,0,0,0,0,1001819,0,0,0,0,6156525
"522","2000","AL",4452173,120428,77517714,366155,5028211,4047153,31368563,0,0,0,5817631,29012,230143,758,0,124405340
"523","2000","AR",2678588,69111,24167699,221728,3862509,1586581,11651772,0,0,0,2370483,7455,0,7539,0,43875766
"524","2000","AZ",5160586,166108,40993129,190323,8734799,0,30380571,0,0,0,8354216,4583,0,0,288956,88946577
"525","2000","CA",33987977,1377014,2363607,2839794,103218973,3573501,35175505,493334,3518023,12308471,38333786,2610332,2687177,22040,937940,208082483
"526","2000","CO",4326921,178331,35381219,109385,7157438,0,0,0,0,0,1454415,17914,0,0,45175,44165546
"527","2000","CT",3411777,166995,3186096,6679032,4062029,0,16365334,0,0,0,526312,2153135,0,0,-4368,32967570
"528","2000","DC",572046,60458,0,144374,0,0,0,0,0,0,0,0,0,0,0,144374
"529","2000","DE",786373,41677,4112296,849040,840508,0,0,0,0,0,0,18838,166769,0,0,5987451
"530","2000","FL",16047515,490538,72741829,35743030,43202867,2059033,32291345,0,0,0,86769,3631313,23471,2036183,0,191815840
"531","2000","GA",8227303,304942,80100450,1620653,4251077,3015459,32472935,0,0,0,2480797,89340,0,1530,-154828,123877413
"532","2000","HI",1213519,41247,1578585,8051782,0,0,0,0,17003,262053,103458,538349,42173,0,0,10593403
"533","2000","IA",2929067,95021,35067093,101877,433764,0,4452884,0,493820,0,904010,88562,0,0,0,41542010
"534","2000","ID",1299430,38416,70675,6948,299053,483258,0,0,0,0,10966695,0,0,83813,0,11910442
"535","2000","IL",12434161,492922,82322832,633020,4665563,0,89438049,0,0,0,143828,908391,384398,0,0,178496081
"536","2000","IN",6091866,205807,121477884,969521,2054616,0,0,0,0,0,588276,129882,2599337,0,0,127819516
"537","2000","KS",2693681,87446,32507051,421372,2811316,0,9060834,0,0,0,15332,0,0,0,0,44815905
"538","2000","KY",4049021,115126,90063054,144693,461365,12293,0,0,0,0,2324568,0,110,0,0,93006083
"539","2000","LA",4471885,134251,23488864,2076360,46129243,2697569,15795739,0,0,0,532290,94883,1598632,452055,0,92865635
"540","2000","MA",6361104,289554,11154272,8762669,10707072,122107,5512255,0,0,0,1065159,2074711,0,0,-700364,38697881
"541","2000","MD",5311034,192934,29451065,2388595,2852876,179580,13827243,0,0,0,1732619,638830,74572,0,0,51145380
"542","2000","ME",1277072,36684,649748,2797329,3044440,3240998,0,0,0,0,3590815,580870,0,143747,0,14047947
"543","2000","MI",9952450,351996,68266999,1189263,12607264,1790809,18882432,0,0,0,1427679,1098785,0,61,-1053698,104209594
"544","2000","MN",4933692,192948,33748088,474777,1265021,522348,12959976,0,724524,0,931383,797222,0,0,0,51423339
"545","2000","MO",5607285,187707,62903557,252718,2955141,0,9991845,0,0,0,599920,82853,0,0,-192095,76593939
"546","2000","MS",2848353,66171,13877065,2981530,8381109,1680086,10694555,0,0,0,0,218,0,0,0,37614563
"547","2000","MT",903773,21884,16200839,519891,26607,46923,0,0,0,0,9623257,0,34311,0,0,26451828
"548","2000","NC",8081614,276963,75945463,825831,1130253,1664191,39126881,0,0,0,3137816,109376,0,226443,108102,122274356
"549","2000","ND",642023,17991,29069203,60957,2087,0,0,0,0,0,2122561,7975,48413,0,0,31311196
"550","2000","NE",1713820,57551,18457933,54659,451354,0,8628679,0,0,0,1500724,16514,0,0,0,29109863
"551","2000","NH",1239882,44135,3965476,471328,138943,862388,7921880,0,0,0,1427214,244270,0,0,0,15031499
"552","2000","NJ",8430621,360703,10090115,1085276,16509249,0,28578119,0,0,0,14036,1364314,584734,0,-140628,58085215
"553","2000","NM",1821204,55597,29065954,88111,4638339,0,0,0,0,0,221152,8464,0,0,0,34022020
"554","2000","NV",2018741,75777,18931521,64794,12667189,0,0,0,0,1370791,2429468,0,0,21152,0,35484915
"555","2000","NY",19001780,824386,25009581,14945179,39728709,640325,31507988,0,10345,0,24909572,2231612,86201,0,-990437,138079075
"556","2000","OH",11363543,391503,129578544,354412,825154,620542,16781378,0,0,0,583048,26849,290353,0,0,149060280
"557","2000","OK",3454365,92083,35658012,52920,17502576,145756,0,0,0,0,2276933,2431,60616,0,-127287,55571957
"558","2000","OR",3429708,118086,3802760,68212,9100017,541357,0,0,66699,0,38115630,95300,0,0,0,51789975
"559","2000","PA",12284173,409473,116212561,3748155,2699072,691988,73771347,0,9813,0,2290232,2028662,597995,48751,-410596,201687980
"560","2000","RI",1050268,34405,0,59625,5791814,0,0,0,0,0,4867,115239,0,0,0,5971545
"561","2000","SC",4024223,116812,39208376,445157,932902,1351052,50887700,0,0,0,1533490,68681,888,0,-1082006,93346240
"562","2000","SD",755844,23267,3670576,52214,259039,0,0,0,0,0,5715508,0,0,0,0,9697337
"563","2000","TN",5703719,182844,62219510,562170,648771,760844,25824858,0,0,0,6396209,38805,13833,105035,-731451,95838584
"564","2000","TX",20944499,752007,140671964,2815642,188733295,1152246,37555807,41,492146,0,828963,126174,3798047,1568040,0,377742365
"565","2000","US-TOTAL",282162411,10225879,1966264596,111220965,601038159,37594866,753892940,493375,5593261,14093158,275572597,23131314,13954758,4793914,-5538860,3802105043
"566","2000","UT",2244502,70550,34491424,57971,890228,0,0,0,0,151843,746125,9110,257857,0,4516,36609074
"567","2000","VA",7105817,269194,39761316,2938544,4653327,1677169,28321091,0,0,0,711983,466931,0,0,-1340991,77189370
"568","2000","VT",609618,18265,0,60880,90790,347523,4548065,0,12249,0,1221090,0,22417,0,0,6303014
"569","2000","WA",5910512,239942,9444564,484512,7700226,1240898,8605232,0,0,0,80262889,250667,247892,0,0,108236880
"570","2000","WI",5373999,181874,42302943,447437,2237475,840890,11512078,0,2728,0,1985634,310032,0,0,5200,59644417
"571","2000","WV",1807021,42497,91202309,262753,139519,0,0,0,0,0,1150903,14432,95064,196,0,92865176
"572","2000","WY",494300,17324,43574108,38166,539136,0,0,0,245911,0,1011035,0,9353,76571,0,45494280
"573","2001","AK",633714,41581,564593,936989,3895569,0,0,0,950,0,1345665,0,0,0,0,6743766
"574","2001","AL",4467634,150553,72198114,434549,9612682,4172257,30357063,0,0,0,8356382,17107,189147,7812,0,125345113
"575","2001","AR",2691571,88028.5,24764471,879393,2706900,1504694,14780789,0,0,0,2548250,7303,0,235,0,47192035
"576","2001","AZ",5273477,209983.5,40061494,314206,12872200,0,28724076,489,0,0,7623565,38948,0,0,276294,89911272
"577","2001","CA",34479458,1677899,2232851,3054893,111932271,3323777,33219520,542271,3499738,12181294,25541776,2082536,1130499,204338,-349689,198596075
"578","2001","CO",4425687,221706,35951028,176229,9391787,0,0,0,48640,0,1494697,64203,0,0,-250582,46876002
"579","2001","CT",3432835,201346.5,3735782,5172935,4088228,0,15427767,0,0,0,286373,908924,1498,869139,0,30490646
"580","2001","DC",574504,84722,0,123239,0,0,0,0,0,0,0,0,0,0,0,123239
"581","2001","DE",795699,50494,3368507,1706629,1575486,0,0,0,0,0,0,0,157062,0,0,6807684
"582","2001","FL",16356966,624392.5,68227738,40579939,43569805,1828236,31583404,0,0,0,147718,1961521,634,3046349,0,190945344
"583","2001","GA",8377038,362175,74561181,1170539,3865873,2974334,33681769,0,0,0,2596427,28420,0,7956,-569710,118316789
"584","2001","HI",1225948,55164,1604764,8223824,0,0,0,0,2122,206592,100750,287708,37855,169478,0,10633093
"585","2001","IA",2931997,118737.5,34665095,102628,592852,0,3852722,0,487864,0,845154,103748,0,8449,0,40658512
"586","2001","ID",1319962,46616,72284,3723,1405286,533335,0,0,0,0,7223126,0,0,109187,0,9346941
"587","2001","IL",12488445,578566.5,79550637,1506005,4606293,0,92358477,0,0,0,144027,678569,355776,49501,0,179249285
"588","2001","IN",6127760,245107.5,116066512,491482,2331660,0,0,0,0,0,570692,114580,2978809,15938,0,122569673
"589","2001","KS",2702162,109429,31768001,617177,1951300,0,10346651,0,39832,0,25562,0,0,0,0,44748523
"590","2001","KY",4068132,142381,90798578,123560,630427,9553,0,0,0,0,3855508,0,0,0,0,95417626
"591","2001","LA",4477875,185818,21968146,3449939,40372754,2640653,17336135,0,0,0,732217,63636,440544,890353,0,87894377
"592","2001","MA",6397634,347809,11051333,8511572,11697004,129769,5144033,0,0,0,702505,1183018,0,770549,-711349,38478434
"593","2001","MD",5374691,260383.5,28379409,3021639,1760812,11939,13656267,0,0,0,1183518,361076,439980,247700,0,49062340
"594","2001","ME",1285692,44810.5,528412,2101522,10052949,3530140,0,0,0,0,2645123,295585,0,411090,0,19564821
"595","2001","MI",9991120,369090.5,68263164,749887,13173511,1700262,26710782,0,280,0,1561923,661121,5614,145903,-1126837,111845610
"596","2001","MN",4982796,234912,31819163,625056,1199577,574711,11789027,0,897018,0,831618,505384,0,281672,0,48523226
"597","2001","MO",5641142,223690.5,65748683,637685,3873562,0,8384240,0,0,0,1104135,8798,0,53630,-265860,79544873
"598","2001","MS",2852994,81308,19196065,5143690,17750552,1432116,9923882,0,0,0,0,1,0,146,0,53446452
"599","2001","MT",906961,30432,17035883,497614,20089,65425,0,0,0,0,6613474,0,0,0,0,24232485
"600","2001","NC",8210122,354457.5,72957767,655744,1534355,1642329,37775025,0,0,0,2595705,108961,991,224973,0,117495850
"601","2001","ND",639062,27517.5,28877175,47886,2536,0,0,0,0,0,1332076,7665,64734,0,0,30332072
"602","2001","NE",1719836,75857.5,20238706,28189,348731,0,8726113,0,2630,0,1124122,16663,0,58,0,30485212
"603","2001","NH",1255517,53921,3706399,481677,118526,858767,8692743,0,0,0,990579,166854,0,59079,0,15074624
"604","2001","NJ",8492671,433097.5,9319040,1296625,16708201,0,30469230,0,0,0,18002,843632,448885,459385,-141740,59421260
"605","2001","NM",1831690,71542,28402187,66212,4887272,0,0,0,0,0,237320,18652,0,0,0,33611643
"606","2001","NV",2098399,99952.5,17736970,911628,11513773,0,0,0,0,1199873,2513722,0,0,0,0,33875966
"607","2001","NY",19082838,1036228,23431922,16512093,38697215,502684,40394985,0,20539,0,23083955,1277849,114537,809300,-930520,143914559
"608","2001","OH",11387404,445681,124213236,416698,924416,403073,15463762,0,0,0,510785,27888,301949,0,0,142261807
"609","2001","OK",3467100,124500,34615768,175175,17943808,230696,0,0,0,0,2344690,0,67792,0,-128479,55249450
"610","2001","OR",3467937,154377.5,4445053,102223,10982965,701118,0,0,88587,0,28644552,49823,0,37585,0,45051906
"611","2001","PA",12298970,508187.5,111900448,3562587,3036297,596736,73730797,0,11175,0,1650004,1288285,613137,802575,-615450,196576591
"612","2001","RI",1057142,42723,0,70003,7325130,0,0,0,0,0,3143,103616,0,0,0,7501892
"613","2001","SC",4064995,143299,36699004,308105,1176114,866109,49869998,0,0,0,1225443,28045,198,21693,-1035722,89158987
"614","2001","SD",757972,31221.5,3611680,51524,304803,0,0,0,871,0,3431865,0,0,0,0,7400743
"615","2001","TN",5750789,221412.5,59730032,400064,455503,779427,28576431,0,0,0,6946529,42598,18496,6620,-733724,96221976
"616","2001","TX",21319622,1019573.5,135099921,2803403,190110981,897611,38162863,-5,1187510,0,1200332,95829,1574325,1447232,0,372580002
"617","2001","US-TOTAL",284968955,12710906.5,1903955943,124880222,639129120,35199905,768826308,542755,6737332,13740501,216961044,14548153,9039473,11906342,-8823445,3736643653
"618","2001","UT",2283715,96614,33679308,57576,1446077,0,0,0,0,152742,508405,5496,0,4146,0,35853750
"619","2001","VA",7198362,354050.5,37769911,5461613,4196071,1148103,25759130,0,0,0,1014224,598969,0,396806,-2240077,74104750
"620","2001","VT",612223,22789,0,31740,11000,370408,4171120,0,12133,0,884213,0,0,0,0,5480614
"621","2001","WA",5985722,301504,9082358,320359,9374245,1065095,8250429,0,0,0,54733895,156236,0,66052,0,83048669
"622","2001","WI",5406835,220982.5,41253456,447783,2233965,705350,11507078,0,72284,0,2056244,324576,0,162695,0,58763431
"623","2001","WV",1801481,55330.5,80214404,278676,275865,1198,0,0,0,0,951943,14329,89500,10810,0,81836725
"624","2001","WY",494657,28951,42789310,36096,591842,0,0,0,365159,0,879111,0,7511,107909,0,44776938
"625","2002","AK",642337,29808,575288,962369,3778162,1031,0,0,0,0,1439351,11124,0,0,0,6767325
"626","2002","AL",4480089,130180,72041664,312048,15904065,3727493,31856926,0,0,0,8824787,18401,112541,122745,0,132920670
"627","2002","AR",2705927,74243,23098370,159706,4602958,1580608,14558884,0,0,0,3435829,4658,0,170631,0,47611645
"628","2002","AZ",5396255,179892,38226631,57446,17293015,0,30861911,459,0,0,7427180,53346,0,87714,123964,94131666
"629","2002","CA",34871843,1449536,2327809,1961066,89624044,3957589,34352340,554372,3802645,13073615,31140628,2018759,1240053,398108,-240997,184210031
"630","2002","CO",4490406,189464,35388251,23180,9028490,0,0,0,139006,0,1209007,29834,2884,0,-220264,45600388
"631","2002","CT",3458749,174856,3227202,2337885,8868470,0,14918272,0,0,0,335088,821346,8834,804322,-10201,31311219
"632","2002","DC",573158,69608,0,261980,0,0,0,0,0,0,0,0,0,0,0,261980
"633","2002","DE",806169,43046,3463565,949695,1442883,0,0,0,0,0,0,0,146346,0,0,6002489
"634","2002","FL",16689370,550486,65926393,33681351,63164035,1552891,33704230,0,0,0,184114,2186889,13079,2939793,0,203352775
"635","2002","GA",8508256,323644,78828124,1204565,6889150,6218978,31107735,0,0,0,2715722,162457,0,33652,-648168,126512215
"636","2002","HI",1239613,45185,1545797,9466990,0,0,0,0,1614,72761,95068,296543,40816,143481,0,11663070
"637","2002","IA",2934234,100359,35372058,63864,554719,91,4573958,0,918835,0,946383,98242,0,234,0,42528384
"638","2002","ID",1340372,39185,90673,65,328988,508303,0,0,0,0,8769321,0,0,89583,0,9786933
"639","2002","IL",12525556,514227,86685347,222683,9078735,0,90860108,0,0,0,128822,723508,232850,122396,0,188054449
"640","2002","IN",6155967,214788,117659700,617132,3782451,0,0,0,0,0,411270,115946,3005998,15642,0,125608140
"641","2002","KS",2713535,92953,35369189,509078,1789052,0,9041702,0,466679,0,12746,0,0,0,0,47188446
"642","2002","KY",4089875,123928,83274246,3068498,1373710,365465,0,0,0,0,4024749,0,0,0,0,92106668
"643","2002","LA",4497267,141797,22050906,1864536,47900848,2748900,17305328,0,0,0,891441,61580,1497624,649801,0,94970964
"644","2002","MA",6417206,302972,11502861,6800295,15868975,106687,5768766,0,0,0,875076,1165455,0,782504,-842801,42027818
"645","2002","MD",5440389,218525,28712053,2282432,2214431,182904,12128005,0,0,0,1660989,338727,504513,255034,0,48279088
"646","2002","ME",1295960,40050,603938,1229485,13503963,3723759,0,0,0,0,2767848,319773,48,386219,0,22535033
"647","2002","MI",10015710,365288,66699508,1103485,15853418,1474552,31087454,0,329,0,1669252,745124,10108,281417,-1035560,117889087
"648","2002","MN",5018935,206098,33920209,652790,1591953,377392,13684824,0,905839,0,809084,503456,0,332418,0,52777965
"649","2002","MO",5674825,196807,67434967,529395,3543938,143,8389629,0,0,0,1356928,8560,0,57642,-159004,81162198
"650","2002","MS",2858681,69443,14853143,30302,16971397,936593,10059459,0,0,0,0,2,37916,0,0,42888812
"651","2002","MT",911667,23941,15337829,469659,16678,63470,0,0,0,0,9566909,0,19160,0,0,25473705
"652","2002","NC",8326201,301781,75187741,592026,3560871,1682804,39626849,0,0,0,3492048,103451,863,196202,25175,124468030
"653","2002","ND",638168,20322,29611524,38576,8042,0,0,0,0,0,1592616,410,55144,0,0,31306312
"654","2002","NE",1728292,62305,19943907,20549,413138,0,10122242,0,8078,0,1097486,12993,101,0,0,31618494
"655","2002","NH",1269089,47510,3722386,649709,220369,699767,9294617,0,0,0,1140940,165187,0,60103,0,15953078
"656","2002","NJ",8552643,388030,9605054,730633,19069358,0,30865675,0,0,0,12030,847199,90483,494755,-145800,61569387
"657","2002","NM",1855309,58845,26902880,33089,3441739,0,0,0,0,0,264591,19408,0,0,0,30661707
"658","2002","NV",2173791,84643,16413025,25472,12210660,0,0,0,0,1127283,2267586,0,44909,0,0,32088935
"659","2002","NY",19137800,879623,23239112,11534110,38451192,412218,39617491,0,81626,0,25047895,1313824,0,815443,-921224,139591688
"660","2002","OH",11407889,411997,132953066,389119,1766654,126067,10864902,0,0,0,488329,25244,206565,248904,0,147068850
"661","2002","OK",3489080,99532,35964778,49871,21049039,239045,0,0,0,0,1987844,0,70710,0,-177868,59183419
"662","2002","OR",3513424,121998,3779684,6704,7812894,624086,0,0,376159,0,34413167,48546,0,38129,0,47099369
"663","2002","PA",12331031,440514,113906440,2732945,6715537,766289,76088930,0,57768,0,2210563,1238437,568725,694998,-657754,204322878
"664","2002","RI",1065995,38231,0,57533,6310417,0,0,0,0,0,3685,97752,0,587378,0,7056765
"665","2002","SC",4107795,126044,36947722,300337,4498319,1228895,53325854,0,0,0,1389751,15522,314,0,-1143216,96563498
"666","2002","SD",760020,27334,3271523,4961,85778,0,0,0,6043,0,4353653,0,0,0,0,7721958
"667","2002","TN",5795918,197724,59705681,269613,469573,750892,27573925,0,4068,0,7973662,45268,11873,5550,-695843,96114262
"668","2002","TX",21690325,801155,141847240,1620965,196433410,1073462,35618004,0,2656104,0,1123492,245687,3052992,1957186,0,385628542
"669","2002","US-TOTAL",287625193,10916911,1933130354,94567394,691005745,38665040,780064087,554831,10354279,14491310,264328833,15043712,11462686,13526910,-8742928,3858452254
"670","2002","UT",2324815,76711,34487723,53519,1380181,0,0,0,0,217651,457732,6270,0,4927,0,36608003
"671","2002","VA",7286873,292387,38082381,3792604,4386927,1407922,27346163,0,0,0,868216,663350,0,446923,-1988835,75005651
"672","2002","VT",615442,20073,0,9406,3275,355599,3962616,0,10372,0,1114922,0,0,0,0,5456190
"673","2002","WA",6052349,249942,8660805,73302,4719311,1126145,9048475,0,416581,0,78166664,181440,312638,64219,-4532,102765048
"674","2002","WI",5445162,195546,39807484,422677,2076314,644947,12448813,0,46180,0,2515017,324466,0,145540,0,58431438
"675","2002","WV",1805414,45086,92951316,297587,241140,51,0,0,9023,0,1065736,5531,174598,16769,0,94761751
"676","2002","WY",500017,19268,41923161,40104,713080,0,0,0,447330,0,583615,0,0,76549,0,43783839
"677","2003","AK",648414,32125,549664,846274,3354482,758,0,0,0,0,1582536,5019,0,0,0,6338732
"678","2003","AL",4503491,136270,76696391,336644,12243598,3648883,31676953,0,0,0,12664867,23975,170368,25543,0,137487222
"679","2003","AR",2724816,78882,23504166,288906,7300861,1749117,14689416,0,0,0,2654618,94771,0,109161,10085,50401101
"680","2003","AZ",5510364,192663,38091409,48677,18932641,0,28581053,395,0,0,7074984,44874,0,1338595,283590,94396218
"681","2003","CA",35253159,1535202,2326305,2392249,91432181,3880037,35593789,533606,3895431,12981763,36370704,2254281,1759015,281495,-912313,192788542
"682","2003","CO",4528732,195704,36115623,33994,9226033,0,0,0,147109,0,1262197,31470,4001,0,-203640,46616787
"683","2003","CT",3484336,181750,4200297,2062669,5061613,0,16078095,0,0,0,564416,785861,0,792118,-18,29545050
"684","2003","DC",568502,73846,0,74144,0,0,0,0,0,0,0,0,0,0,0,74144
"685","2003","DE",818003,46092,4026496,1716864,1463780,0,0,0,0,0,0,0,185147,0,0,7392287
"686","2003","FL",17004085,585729,67674580,37204570,68293419,2210394,30979481,0,0,0,262667,2263695,10505,3710700,0,212610011
"687","2003","GA",8622793,335367,78638489,1194059,4276991,3039353,33256649,0,0,0,4140270,133921,0,33196,-636093,124076834
"688","2003","HI",1251154,48559,1644137,8502550,0,0,0,0,1572,178292,90505,347167,40251,171897,0,10976371
"689","2003","IA",2941999,106935,35819945,101336,312896,0,3987657,0,981970,0,788593,114170,0,9625,0,42116192
"690","2003","ID",1363380,41125,90290,116,1374820,540953,0,0,0,0,8354034,0,0,62722,0,10422935
"691","2003","IL",12556006,531957,87981349,1120917,3902463,0,94733036,0,18024,0,138500,800927,203627,156418,0,189055260
"692","2003","IN",6196638,225933,117756284,455287,3049435,0,0,0,0,0,423953,119138,2592257,491864,0,124888217
"693","2003","KS",2723004,97651,35109616,964132,1225770,0,8889667,0,365939,0,12435,0,0,0,0,46567560
"694","2003","KY",4117170,128804,84060540,2944911,444405,298476,0,0,0,0,3948052,764,0,21672,0,91718820
"695","2003","LA",4521042,157562,22888930,2937948,45434198,3013642,16126322,0,0,0,891991,64661,2687230,840117,0,94885040
"696","2003","MA",6422565,315339,10896490,7459038,22423931,119534,4977955,0,0,0,1075182,1133589,0,810234,-510929,48385024
"697","2003","MD",5496269,229840,29939086,3572183,1195642,225240,13690713,0,0,0,2646984,370811,325355,278224,0,52244237
"698","2003","ME",1306513,41858,376532,1919549,9438704,3287905,0,0,0,0,3172622,298105,34,478184,0,18971635
"699","2003","MI",10041152,377462,67777483,1063893,11374544,1767721,27953563,0,2660,0,1385823,727314,2193,309112,-1017246,111347060
"700","2003","MN",5053572,218061,35655529,873064,1844436,656555,13413828,0,977760,0,814573,486316,0,328935,0,55050995
"701","2003","MO",5709403,205338,74211784,156914,2624350,179,9699589,0,0,0,652477,8297,1652,123836,-253991,87225087
"702","2003","MS",2868312,73982,17082604,1631855,9477233,1015096,10902456,0,0,0,0,7079,31799,156,0,40148278
"703","2003","MT",919630,25788,17048635,402164,25468,71168,0,0,0,0,8701772,0,19520,0,0,26268726
"704","2003","NC",8422501,313917,74776231,783695,1580366,1861663,40906900,0,0,0,7200943,114053,17,239178,119273,127582319
"705","2003","ND",638817,22295,29427311,51892,9446,0,0,0,58878,0,1723904,602,50096,0,0,31322129
"706","2003","NE",1738643,67656,20954173,48852,381078,0,7996902,0,38221,0,980110,56442,206,0,0,30455984
"707","2003","NH",1279840,50276,3923303,2044527,4165465,637376,9276288,0,0,0,1331269,158520,0,60360,0,21597107
"708","2003","NJ",8601402,404905,9789563,1541553,14775577,0,29709201,0,0,0,38891,906771,255374,502304,-119882,57399351
"709","2003","NM",1877574,63576,28812844,50669,3518705,0,0,0,182735,0,170699,0,0,0,0,32735653
"710","2003","NV",2248850,90419,17085959,16793,13252779,0,0,0,0,1065711,1756705,0,16941,0,0,33194888
"711","2003","NY",19175939,898559,23581067,19291600,28156348,411576,40679205,0,41201,0,24268660,1282723,0,842742,-911806,137643316
"712","2003","OH",11434788,426295,134769137,410153,1793584,407417,8475016,0,0,0,510835,33300,212523,26163,0,146638128
"713","2003","OK",3504892,106105,36676326,161210,21822696,267123,0,0,54470,0,1798412,0,45408,7398,-206187,60626856
"714","2003","OR",3547376,128009,4304848,44096,10243696,553914,0,0,443617,0,33250332,85066,0,40569,0,48966139
"715","2003","PA",12374658,458434,116009874,4535336,5518536,735429,74360862,0,111521,0,3346267,1250668,508176,711838,-738994,206349513
"716","2003","RI",1071342,40672,0,58359,5454997,0,0,0,0,0,6021,101768,0,0,0,5621145
"717","2003","SC",4150297,132485,37432023,456871,1662782,1244262,50417690,0,0,0,3665426,51687,73,48677,-1206813,93772677
"718","2003","SD",763729,28733,3431203,16058,176024,0,0,0,44249,0,4276303,0,0,0,0,7943837
"719","2003","TN",5847812,206546,54921298,405810,626987,766982,24152580,0,3933,0,12003646,58921,2834,7451,-728649,92221791
"720","2003","TX",22030931,844435,146989510,2515255,184911350,1036160,33437484,0,2569853,0,896539,359724,5999490,484320,0,379199685
"721","2003","US-TOTAL",290107933,11446549,1973736750,119405640,649907541,37529097,763732695,534001,11187467,14424231,275806328,15811992,15600020,14044507,-8535065,3883185205
"722","2003","UT",2360137,80130,35978648,32866,1383107,0,0,0,0,198465,421339,5083,0,4158,0,38023666
